resume_text,job_role
"Candidate has experience as a AI Engineer. Skilled in NumPy, TensorFlow, Flask, Deep Learning, Communication, Data Analysis, Git, Scikit-learn, Leadership. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in NumPy, Problem Solving, SQL, Deep Learning, Data Analysis, Machine Learning, Azure, Scikit-learn, PyTorch. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in Python, Leadership, Problem Solving, TensorFlow, NLP, Machine Learning, Pandas. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Python, Docker, Tableau, Scikit-learn, Pandas, Problem Solving, Flask, C++, AWS, Leadership. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in AWS, Leadership, PyTorch, Power BI, TensorFlow, Scikit-learn, Machine Learning, Git, Communication. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Excel, Java, Azure, Deep Learning, TensorFlow, Git, NLP, Communication, Pandas. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in Docker, Azure, Leadership, AWS, Excel, Flask, Python. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Software Engineer. Skilled in Python, NumPy, C++, SQL, NLP, Java, Flask, Leadership. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in Java, Excel, Scikit-learn, Deep Learning, NLP. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in TensorFlow, NLP, Git, C++, SQL, Tableau. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in SQL, Java, Python, Deep Learning, Scikit-learn. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in Java, SQL, Azure, Tableau, Flask, NumPy, Excel. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Power BI, Excel, Data Analysis, C++, Git. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Java, Leadership, Azure, Machine Learning, Communication, AWS. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in Communication, TensorFlow, Docker, SQL, Java, AWS, Azure. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Docker, Communication, Excel, SQL, Scikit-learn, Azure, Flask, Data Analysis, TensorFlow, Tableau. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Power BI, Pandas, Scikit-learn, PyTorch, NumPy, C++. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Python, Data Analysis, C++, Power BI, Deep Learning, NumPy, Flask, Scikit-learn, Tableau, Java. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Scikit-learn, Data Analysis, Communication, Excel, TensorFlow, Python, PyTorch, Flask, Azure. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Deep Learning, Tableau, Git, Leadership, Excel, NumPy, AWS, Power BI, Docker. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Data Analysis, Tableau, Docker, Machine Learning, Power BI. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in TensorFlow, Tableau, PyTorch, Problem Solving, Data Analysis. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Tableau, Docker, AWS, SQL, Scikit-learn, NLP, Git, Deep Learning, Machine Learning, Python. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in Communication, C++, Data Analysis, Pandas, PyTorch, TensorFlow, AWS, NLP, Azure. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Machine Learning, AWS, Azure, Leadership, Pandas, Flask, Data Analysis, Power BI, NLP, Docker. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Azure, SQL, Java, Leadership, NLP, Docker. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in PyTorch, Communication, Pandas, Problem Solving, Python. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in Excel, Docker, SQL, Python, Flask. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Data Analysis, NumPy, Python, Tableau, PyTorch, Java, Azure, TensorFlow, Machine Learning, Deep Learning. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Machine Learning, Leadership, SQL, TensorFlow, Java, Azure. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Machine Learning, AWS, Tableau, TensorFlow, Leadership, Communication, Problem Solving. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Azure, Java, Scikit-learn, SQL, Leadership, C++, Tableau. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Problem Solving, Flask, Deep Learning, Excel, Tableau, AWS, TensorFlow, Machine Learning. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Scikit-learn, Deep Learning, Problem Solving, Pandas, Power BI, Flask, SQL. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Deep Learning, Leadership, Flask, SQL, Python, Java, Communication, Git. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in Tableau, PyTorch, TensorFlow, Azure, Leadership, Power BI, Machine Learning, C++, Data Analysis. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Tableau, Azure, Git, NumPy, Docker, PyTorch, Power BI, SQL. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Git, Deep Learning, Data Analysis, Excel, C++, Communication, Python. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Problem Solving, TensorFlow, Excel, C++, Scikit-learn, Flask, SQL. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Tableau, Pandas, Flask, C++, Git, Docker, Leadership. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Tableau, PyTorch, Pandas, SQL, TensorFlow, Python, Excel, AWS, Communication. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Analyst. Skilled in SQL, Tableau, Docker, Flask, NLP, PyTorch, TensorFlow, Communication. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Power BI, Python, Leadership, Pandas, NLP, Machine Learning, AWS, Communication, NumPy, Git. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in Tableau, SQL, Scikit-learn, C++, Flask, Power BI, NLP. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Power BI, PyTorch, Deep Learning, SQL, Problem Solving, TensorFlow, Flask. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Docker, TensorFlow, Scikit-learn, Java, Data Analysis, Machine Learning, Git, Tableau. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Excel, Python, Problem Solving, Communication, Deep Learning, Tableau, Machine Learning, C++, AWS. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in NLP, C++, Docker, Azure, NumPy. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in Problem Solving, Communication, Azure, Git, Tableau, Leadership. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Communication, Deep Learning, Pandas, AWS, Machine Learning, PyTorch, Leadership, C++, Tableau. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Scikit-learn, Leadership, Deep Learning, NLP, TensorFlow, AWS, Tableau. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in Docker, Excel, Data Analysis, Azure, C++, TensorFlow, NLP, Communication, Machine Learning, SQL. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in PyTorch, Data Analysis, AWS, Docker, Scikit-learn, NLP, Python, Tableau, Git. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in Git, NumPy, Python, Excel, SQL, Problem Solving, Communication, NLP, Flask. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Python, Communication, Java, Power BI, NLP, Deep Learning, Pandas, Machine Learning, Git. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in Communication, Power BI, Pandas, Scikit-learn, Java, Data Analysis, AWS. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Machine Learning, Problem Solving, Deep Learning, Pandas, Tableau, Communication, Excel, Scikit-learn. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in Leadership, Docker, Scikit-learn, Git, SQL, Flask, Azure, Problem Solving, PyTorch, NumPy. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in AWS, Pandas, Problem Solving, NumPy, Data Analysis, Scikit-learn, Excel, Git, C++. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in Scikit-learn, Leadership, Excel, Flask, Problem Solving, NLP, Machine Learning, Java. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in AWS, Azure, TensorFlow, Machine Learning, Docker, Pandas, NumPy, C++. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Excel, Azure, Flask, Scikit-learn, Tableau, Power BI, PyTorch, SQL. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in NumPy, SQL, NLP, Python, PyTorch, AWS, Git. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in PyTorch, Java, NumPy, Excel, Tableau, Data Analysis, AWS. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in NLP, Azure, Java, Deep Learning, Python. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in Docker, Deep Learning, Git, Problem Solving, Leadership, Azure, Data Analysis. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in Power BI, Communication, Scikit-learn, Tableau, Leadership. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Data Analysis, PyTorch, Flask, Deep Learning, SQL, Power BI, Problem Solving. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in C++, Flask, Leadership, Pandas, Power BI, Problem Solving, Python, AWS, Excel, Java. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in NumPy, AWS, NLP, Machine Learning, Scikit-learn. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Docker, Flask, Azure, Machine Learning, Problem Solving, Python, Communication, AWS, Pandas. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in AWS, Docker, Leadership, NumPy, Deep Learning, Machine Learning, Tableau. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in SQL, Power BI, NLP, Tableau, Data Analysis, Scikit-learn. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Flask, Data Analysis, Pandas, Excel, Azure, NLP, TensorFlow, Tableau, Leadership, Python. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in NLP, NumPy, Git, SQL, Problem Solving, TensorFlow, Communication, Deep Learning, Flask. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in SQL, Azure, Docker, PyTorch, Excel, NLP, Python, Deep Learning. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in AWS, Java, NumPy, C++, Power BI, SQL, Scikit-learn, Leadership, Communication. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in Communication, Excel, Power BI, Tableau, Pandas, Python. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Deep Learning, AWS, Tableau, Problem Solving, C++, NLP, Scikit-learn, Data Analysis. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Excel, Pandas, Problem Solving, Flask, NLP, Scikit-learn, AWS, SQL, Tableau, Communication. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Power BI, Git, Tableau, Java, NLP, Python, AWS, Pandas, PyTorch, TensorFlow. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Data Analysis, Docker, Excel, Flask, Leadership, TensorFlow, PyTorch, Azure, Tableau. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in AWS, Git, Docker, PyTorch, Pandas, NumPy, Machine Learning, Scikit-learn. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in PyTorch, Git, Scikit-learn, Problem Solving, Docker, SQL. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Power BI, Python, Deep Learning, Problem Solving, Data Analysis, TensorFlow. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in PyTorch, Excel, SQL, Machine Learning, NLP, Docker, Azure, Power BI, NumPy. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Business Analyst. Skilled in SQL, PyTorch, Communication, Docker, C++, NLP, Git. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Data Analysis, AWS, Git, Tableau, SQL, Excel, PyTorch, Communication, Java, NumPy. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in C++, Machine Learning, TensorFlow, PyTorch, Excel, Pandas, Docker, Deep Learning, Scikit-learn. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in Problem Solving, PyTorch, Docker, Pandas, Leadership, Power BI, Scikit-learn, Deep Learning, Tableau, NumPy. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in Scikit-learn, Docker, Pandas, Java, Communication, Tableau, Python, SQL. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in TensorFlow, Git, Power BI, NumPy, SQL, AWS, Tableau. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Docker, NumPy, TensorFlow, AWS, SQL, Data Analysis. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Software Engineer. Skilled in Scikit-learn, C++, Java, TensorFlow, Pandas, Git, NLP, Python. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in Excel, Communication, NLP, Java, NumPy, TensorFlow. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in NumPy, Scikit-learn, Power BI, Java, Machine Learning, NLP, Flask. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in C++, Communication, Scikit-learn, NLP, Machine Learning. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Communication, Azure, Data Analysis, NumPy, C++, Scikit-learn, NLP, Power BI, TensorFlow. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Business Analyst. Skilled in TensorFlow, NumPy, Java, C++, Python, Git, Power BI, Azure, Machine Learning. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Tableau, Docker, SQL, Deep Learning, NLP, Problem Solving, Git, Pandas, Leadership, Scikit-learn. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Data Analysis, Power BI, Leadership, Excel, Flask, Tableau. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Data Analysis, AWS, PyTorch, NumPy, TensorFlow, Deep Learning, Docker, NLP, Java, Python. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Scikit-learn, Pandas, Deep Learning, Tableau, NLP. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in C++, SQL, Java, Pandas, Tableau. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Analyst. Skilled in Excel, Python, Azure, Java, PyTorch, C++, AWS. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Pandas, Git, Problem Solving, NumPy, Power BI, Azure, Flask, Docker. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Power BI, Pandas, Data Analysis, Scikit-learn, Leadership, NumPy, Java, SQL, Python. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in NLP, Machine Learning, NumPy, Azure, Tableau, Java. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in Python, NLP, PyTorch, C++, Data Analysis. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in AWS, Pandas, SQL, Leadership, PyTorch, TensorFlow, Machine Learning, Python, Excel. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in C++, SQL, TensorFlow, Tableau, NLP, Power BI. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Azure, SQL, NLP, Excel, AWS, PyTorch. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in TensorFlow, Scikit-learn, Flask, Git, Data Analysis, Leadership, Java. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Excel, Scikit-learn, NLP, Leadership, Tableau. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Leadership, NLP, Pandas, Communication, Git, AWS, Problem Solving, PyTorch, Docker. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in AWS, SQL, Python, Machine Learning, NLP, Communication, Tableau, Flask, C++, Power BI. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Software Engineer. Skilled in Git, Power BI, Deep Learning, Tableau, NumPy, Problem Solving, SQL, Java. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in PyTorch, Pandas, Azure, Deep Learning, Machine Learning, Git, Problem Solving, Power BI, Java, C++. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in NumPy, Deep Learning, Java, Flask, Leadership, Python, Machine Learning. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Software Engineer. Skilled in Scikit-learn, C++, Tableau, Azure, Flask, NumPy. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Pandas, Flask, NumPy, Tableau, Scikit-learn, Python, NLP. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in PyTorch, AWS, Python, Excel, Java, Tableau, Power BI, Pandas. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Flask, Deep Learning, Docker, Git, NumPy, PyTorch, Communication, C++, Power BI. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in Pandas, Problem Solving, Python, C++, Data Analysis, TensorFlow, Docker, Flask. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Power BI, Docker, Python, PyTorch, Flask, Machine Learning, Scikit-learn, Git, Leadership, Problem Solving. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in AWS, Communication, PyTorch, C++, Pandas, Excel, Leadership, Java, SQL, Data Analysis. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
